"school","sex","age","address.type","famsize","divorced","mom.edu","dad.edu","mom.occ","dad.occ","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher.edu","home.internet","romantic","famrel","freetime","goout","weekday.alc","weekend.alc","health.status","absences","first.period.grade","second.period.grade","final.grade","drinking1","drinking2","drinking"
"GP","F",16,"U","greater than 3","0","high school","university or higher","at_home","other","course","mother",1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,14,60,55,55,5,4,1.5
"GP","M",15,"U","greater than 3","0","middle school","high school","other","services","course","father",1,1,0,1,1,0,1,0,1,1,1,3,2,2,1,3,3,0,55,55,60,5,6,2
"GP","M",15,"U","greater than 3","0","middle school","high school","other","other","home","mother",1,3,0,1,0,0,0,0,1,1,0,5,3,2,1,2,5,2,50,45,45,5,4,1.5
"GP","F",15,"U","less than or equal to 3","0","high school","middle school","services","other","reputation","mother",1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,1,5,4,60,55,55,5,2,1
"GP","M",15,"U","less than or equal to 3","0","middle school","middle school","services","services","home","mother",2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,2,65,60,65,5,6,2
"GP","F",15,"U","greater than 3","0","elementary school","elementary school","other","other","home","father",1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,65,60,60,10,6,2.5
"GP","F",15,"U","greater than 3","0","university or higher","university or higher","services","services","reputation","father",2,2,0,0,0,0,0,1,1,1,1,4,4,4,2,3,5,4,60,55,60,10,6,2.5
"GP","F",16,"U","less than or equal to 3","0","middle school","middle school","at_home","other","course","mother",1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,6,65,55,55,5,4,1.5
"GP","F",15,"U","greater than 3","0","university or higher","middle school","other","other","reputation","mother",1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,75,75,75,5,6,2
"GP","M",16,"U","greater than 3","0","middle school","middle school","services","other","reputation","father",2,2,0,0,0,0,1,0,1,1,0,4,4,2,1,1,3,6,60,50,55,5,2,1
"GP","M",16,"U","less than or equal to 3","1","university or higher","university or higher","teacher","health","reputation","mother",1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,6,45,45,50,15,10,4
"GP","F",16,"U","greater than 3","0","high school","high school","other","other","home","mother",1,3,0,0,1,0,0,1,1,1,1,4,3,3,1,3,4,2,45,55,55,5,6,2
"GP","F",15,"U","greater than 3","0","university or higher","high school","services","other","reputation","mother",1,1,0,0,0,0,1,1,1,1,0,4,5,5,1,3,1,6,70,65,65,5,6,2
"GP","F",16,"U","less than or equal to 3","0","high school","elementary school","other","other","home","father",1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,0,60,65,60,10,6,2.5
"GP","F",16,"U","greater than 3","0","university or higher","middle school","teacher","services","home","mother",2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,2,65,70,70,5,2,1
"GP","M",15,"U","less than or equal to 3","0","middle school","middle school","services","health","reputation","mother",1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,2,55,60,60,5,2,1
"GP","F",15,"R","greater than 3","0","elementary school","elementary school","at_home","other","home","mother",2,4,0,1,1,1,1,1,1,1,0,3,1,2,1,1,1,4,65,65,65,5,2,1
"GP","M",16,"R","greater than 3","0","university or higher","high school","services","other","reputation","mother",2,1,0,1,1,1,1,0,1,1,0,3,3,3,1,1,4,6,45,55,55,5,2,1
"GP","F",16,"U","greater than 3","0","middle school","elementary school","other","other","course","mother",1,2,0,0,1,0,0,1,1,0,1,4,3,5,1,1,5,0,65,60,60,5,2,1
"GP","F",16,"U","greater than 3","0","university or higher","university or higher","other","other","reputation","mother",1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,4,60,65,65,5,4,1.5
"GP","F",16,"U","greater than 3","0","university or higher","high school","other","at_home","course","mother",1,3,0,1,1,0,0,1,1,1,0,5,3,5,1,1,3,2,60,65,65,5,2,1
"GP","M",16,"U","greater than 3","0","university or higher","university or higher","services","services","other","mother",1,1,0,1,1,0,1,1,1,1,0,4,5,5,5,5,4,12,45,45,40,25,10,5
"GP","M",16,"U","greater than 3","0","university or higher","university or higher","services","teacher","other","father",1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,80,80,80,5,2,1
"GP","M",15,"U","greater than 3","0","university or higher","university or higher","services","other","course","mother",1,1,0,0,1,1,1,0,1,1,0,5,3,3,1,1,5,2,60,65,60,5,2,1
"GP","F",15,"U","greater than 3","0","high school","middle school","services","other","home","mother",2,2,0,1,1,0,0,1,1,1,0,4,3,5,1,1,2,16,55,50,50,5,2,1
"GP","M",15,"U","greater than 3","1","high school","university or higher","services","other","course","mother",1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,1,1,0,80,80,80,5,2,1
"GP","F",15,"U","greater than 3","1","high school","high school","other","health","reputation","father",1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,50,50,50,5,2,1
"GP","F",15,"U","greater than 3","0","middle school","middle school","other","other","course","mother",1,4,0,1,1,0,0,1,1,1,0,5,1,2,1,1,3,4,50,50,50,5,2,1
"GP","M",16,"U","greater than 3","0","high school","high school","services","other","home","father",1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,4,65,70,70,5,2,1
"GP","M",15,"R","greater than 3","0","university or higher","university or higher","other","other","home","father",4,4,0,0,1,0,1,1,1,1,1,1,3,5,3,5,1,8,60,50,55,15,10,4
"GP","F",16,"U","less than or equal to 3","0","university or higher","university or higher","health","health","other","mother",1,3,0,0,1,0,1,1,1,1,1,5,4,5,1,1,4,2,75,75,70,5,2,1
"GP","M",15,"U","less than or equal to 3","1","university or higher","university or higher","teacher","teacher","course","mother",1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,4,65,70,70,5,2,1
"GP","F",16,"R","greater than 3","0","high school","high school","services","other","reputation","father",1,3,0,1,1,0,1,1,1,1,0,4,1,2,1,1,2,4,55,55,55,5,2,1
"GP","F",16,"U","greater than 3","0","middle school","middle school","at_home","other","home","mother",1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,12,40,50,50,5,2,1
"GP","M",15,"U","less than or equal to 3","0","university or higher","middle school","teacher","other","course","mother",1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,90,85,90,5,2,1
"GP","M",15,"R","greater than 3","0","middle school","elementary school","health","services","reputation","mother",1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,4,50,45,50,5,2,1
"GP","M",16,"U","greater than 3","0","university or higher","university or higher","teacher","teacher","course","father",1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,6,80,70,70,5,4,1.5
"GP","M",15,"U","greater than 3","0","university or higher","university or higher","other","teacher","reputation","father",2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,4,80,75,80,5,2,1
"GP","M",16,"U","greater than 3","0","high school","high school","other","services","home","father",2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,6,70,70,75,5,2,1
"GP","M",17,"R","greater than 3","0","elementary school","high school","other","other","course","father",3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,14,60,55,55,5,8,2.5
"GP","M",15,"U","greater than 3","0","high school","university or higher","other","other","reputation","father",1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,2,70,65,70,5,4,1.5
"GP","F",15,"U","greater than 3","0","elementary school","middle school","at_home","services","course","mother",1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,0,70,70,70,5,4,1.5
"GP","M",15,"U","greater than 3","0","middle school","middle school","services","services","home","father",1,4,0,0,1,0,1,1,1,1,0,5,5,4,1,2,5,6,70,65,65,5,4,1.5
"GP","F",16,"U","less than or equal to 3","0","middle school","university or higher","other","health","course","father",2,2,0,0,1,0,1,1,1,1,1,4,2,2,1,2,5,2,70,60,65,5,4,1.5
"GP","M",16,"U","greater than 3","0","university or higher","university or higher","health","other","course","mother",1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,4,60,65,65,5,8,2.5
"GP","F",16,"U","greater than 3","0","middle school","middle school","other","other","home","mother",1,2,0,0,0,0,0,1,1,1,1,5,4,4,1,1,5,0,60,55,55,5,2,1
"GP","M",15,"U","greater than 3","0","high school","university or higher","services","services","home","father",1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,2,45,45,45,15,4,2.5
"GP","F",15,"U","less than or equal to 3","1","high school","university or higher","other","other","home","mother",1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,50,55,55,5,2,1
"GP","F",19,"U","greater than 3","0","no education","elementary school","at_home","other","course","other",1,2,2,0,1,0,0,0,0,0,0,3,4,2,1,1,5,0,45,50,55,5,2,1
"GP","M",16,"R","greater than 3","0","university or higher","university or higher","teacher","teacher","course","mother",1,1,0,0,0,0,1,1,1,1,0,3,5,5,2,5,4,8,70,70,75,10,10,3.5
"GP","M",16,"U","greater than 3","0","middle school","high school","other","other","course","mother",2,3,0,0,1,0,0,0,1,1,1,3,2,3,2,2,1,4,65,60,65,10,4,2
"GP","F",15,"R","greater than 3","0","high school","university or higher","services","teacher","course","father",2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,50,55,60,10,4,2
"GP","F",18,"U","greater than 3","0","middle school","elementary school","services","other","reputation","mother",1,2,3,0,1,0,1,1,0,1,1,5,4,5,1,3,5,10,50,45,40,5,6,2
"GP","F",17,"U","less than or equal to 3","1","middle school","elementary school","other","other","course","mother",3,1,0,0,1,0,0,1,1,1,0,3,2,2,1,2,5,8,55,50,55,5,4,1.5
"GP","F",15,"U","greater than 3","0","elementary school","elementary school","at_home","other","course","mother",3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,6,55,60,65,5,4,1.5
"GP","F",17,"U","less than or equal to 3","0","middle school","middle school","other","other","course","father",1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,2,65,60,60,5,6,2
"GP","F",16,"U","greater than 3","1","high school","university or higher","services","other","course","father",1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,12,75,65,70,5,8,2.5
"GP","M",16,"U","greater than 3","0","middle school","elementary school","at_home","other","course","mother",4,1,0,0,0,0,0,1,1,0,0,3,2,1,1,1,2,4,45,45,55,5,2,1
"GP","F",16,"U","greater than 3","1","middle school","middle school","other","other","home","mother",1,1,1,0,0,0,0,1,1,0,0,5,3,4,1,1,5,12,65,55,55,5,2,1
"GP","M",15,"R","greater than 3","0","high school","university or higher","at_home","teacher","course","mother",4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,2,60,55,55,5,2,1
"GP","F",15,"U","greater than 3","0","university or higher","university or higher","services","at_home","course","mother",1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,4,65,70,75,5,2,1
"GP","M",17,"R","greater than 3","0","high school","university or higher","at_home","other","course","mother",3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,2,50,45,50,10,8,3
"GP","F",16,"R","greater than 3","0","elementary school","elementary school","at_home","other","course","mother",4,2,0,0,1,0,0,1,1,0,0,5,1,3,1,1,3,0,70,65,65,5,2,1
"GP","M",18,"U","less than or equal to 3","0","high school","elementary school","services","services","course","mother",2,1,0,0,0,0,1,1,1,1,1,3,3,4,4,5,4,2,55,55,60,20,10,4.5
"GP","F",18,"U","greater than 3","1","high school","middle school","other","services","course","other",1,3,0,0,1,0,1,0,1,1,1,4,3,3,5,1,5,10,60,55,55,25,2,3
"GP","F",16,"R","greater than 3","0","elementary school","elementary school","other","services","reputation","mother",2,1,0,0,1,0,1,1,1,0,1,3,3,3,1,2,1,8,60,55,55,5,4,1.5
"GP","F",16,"U","greater than 3","1","high school","high school","other","other","course","other",2,1,0,0,1,0,1,0,1,1,1,4,3,2,1,1,5,4,45,45,50,5,2,1
"GP","M",16,"U","less than or equal to 3","0","elementary school","elementary school","services","other","course","mother",1,2,2,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,50,50,50,5,6,2
"GP","F",15,"U","greater than 3","0","university or higher","university or higher","teacher","teacher","course","mother",2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,6,65,70,70,5,2,1
"GP","F",15,"R","greater than 3","0","elementary school","elementary school","other","other","course","mother",3,1,1,0,0,0,1,1,1,1,1,5,5,5,1,1,1,2,40,45,45,5,2,1
"GP","M",15,"U","greater than 3","0","university or higher","high school","teacher","services","course","father",2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,6,45,55,55,5,2,1
"GP","F",15,"U","greater than 3","1","high school","high school","services","services","home","mother",1,2,0,0,0,0,0,0,1,0,1,1,3,2,2,3,1,24,45,40,45,10,6,2.5
"GP","M",16,"U","greater than 3","0","university or higher","university or higher","services","services","course","mother",1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,5,0,75,65,65,5,6,2
"GP","M",16,"U","less than or equal to 3","0","middle school","middle school","services","services","reputation","father",2,1,0,0,1,0,1,1,1,1,0,2,3,3,2,2,2,4,60,55,55,10,4,2
"GP","F",15,"U","greater than 3","0","university or higher","university or higher","teacher","services","course","mother",1,3,0,0,1,0,1,1,1,1,0,4,2,2,1,1,5,2,65,65,65,5,2,1
"GP","F",16,"U","less than or equal to 3","0","elementary school","elementary school","at_home","at_home","course","mother",1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,4,50,55,55,15,6,3
"GP","M",17,"U","greater than 3","0","middle school","elementary school","other","other","home","mother",1,1,0,0,1,0,0,1,1,1,0,5,4,5,1,2,5,22,45,35,30,5,4,1.5
"GP","F",15,"U","greater than 3","0","elementary school","elementary school","other","services","course","father",1,2,0,0,1,0,0,1,1,1,0,4,4,2,1,2,5,0,60,60,60,5,4,1.5
"GP","F",15,"U","less than or equal to 3","1","middle school","elementary school","at_home","other","home","mother",2,1,0,0,1,0,1,1,0,1,1,4,4,2,1,1,5,0,55,50,50,5,2,1
"GP","F",15,"U","greater than 3","0","high school","middle school","health","services","home","father",1,2,1,0,1,0,0,1,1,1,0,3,3,2,1,1,3,2,55,55,55,5,2,1
"GP","F",15,"U","greater than 3","0","elementary school","middle school","at_home","other","course","mother",1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,5,6,65,60,65,5,2,1
"GP","F",15,"U","greater than 3","0","elementary school","middle school","at_home","services","course","father",1,2,0,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6,55,55,55,10,8,3
"GP","M",16,"U","greater than 3","0","university or higher","university or higher","teacher","teacher","course","mother",1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,16,45,45,40,10,2,1.5
"GP","M",15,"U","less than or equal to 3","1","middle school","elementary school","services","other","course","mother",4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,60,55,55,10,10,3.5
"GP","M",18,"U","less than or equal to 3","0","elementary school","elementary school","other","other","course","mother",1,1,2,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,55,45,0,10,10,3.5
"GP","M",16,"U","less than or equal to 3","0","middle school","elementary school","at_home","other","course","mother",1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,45,50,50,15,10,4
"GP","F",15,"R","greater than 3","0","high school","high school","services","services","reputation","other",2,3,0,0,1,1,1,1,1,1,1,4,2,1,2,3,3,2,65,65,65,10,6,2.5
"GP","M",19,"U","greater than 3","0","high school","middle school","services","at_home","home","mother",1,1,0,0,1,0,0,1,0,1,1,4,5,4,1,1,4,6,55,45,55,5,2,1
"GP","F",17,"U","greater than 3","0","university or higher","university or higher","other","teacher","course","mother",1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,65,65,65,5,2,1
"GP","M",15,"R","greater than 3","0","middle school","high school","at_home","services","course","mother",1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,0,35,40,40,5,2,1
"GP","M",17,"R","less than or equal to 3","0","elementary school","middle school","other","other","reputation","mother",1,1,3,0,0,0,0,1,1,0,0,2,2,2,3,3,5,14,45,40,50,15,6,3
"GP","F",18,"R","greater than 3","0","elementary school","elementary school","at_home","other","course","mother",3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,55,50,55,5,10,3
"GP","M",16,"R","greater than 3","0","middle school","middle school","at_home","other","course","mother",3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,4,60,50,55,5,4,1.5
"GP","M",16,"U","greater than 3","0","high school","high school","other","services","course","father",1,2,1,0,1,0,0,1,1,1,1,4,5,5,4,4,5,0,50,50,5,20,8,4
"GP","M",16,"U","less than or equal to 3","0","elementary school","middle school","health","services","course","mother",2,1,2,0,0,0,0,0,1,1,0,4,4,5,3,5,5,0,45,40,50,15,10,4
"GP","M",17,"R","less than or equal to 3","0","middle school","elementary school","at_home","other","course","mother",2,1,1,0,0,1,1,1,0,1,1,3,3,2,2,2,5,8,40,40,45,10,4,2
"GP","M",17,"R","greater than 3","0","high school","middle school","other","other","course","mother",2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,4,35,30,40,5,8,2.5
"GP","M",15,"U","less than or equal to 3","0","elementary school","middle school","other","other","course","mother",2,1,0,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2,40,45,50,10,8,3
"GP","M",16,"U","greater than 3","0","elementary school","high school","at_home","services","course","father",1,1,1,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,45,40,40,5,8,2.5
"GP","M",17,"R","less than or equal to 3","0","elementary school","elementary school","other","services","course","mother",4,2,0,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,40,40,40,5,10,3
"GP","M",17,"U","greater than 3","0","high school","middle school","services","services","course","mother",2,1,3,0,1,0,1,0,0,0,0,4,5,2,1,1,2,10,40,35,40,5,2,1
"GP","M",16,"U","greater than 3","0","middle school","middle school","other","other","course","father",1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0,45,50,55,10,8,3
"GP","F",16,"U","greater than 3","0","university or higher","middle school","health","services","home","father",1,2,0,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,85,85,90,5,2,1
"GP","F",16,"U","greater than 3","0","middle school","middle school","other","other","home","mother",1,2,0,0,1,0,0,0,1,1,0,5,1,5,1,1,4,0,60,60,65,5,2,1
"GP","F",16,"U","greater than 3","0","university or higher","university or higher","health","health","reputation","mother",1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0,80,80,85,5,2,1
"GP","M",16,"U","greater than 3","0","high school","university or higher","other","other","course","father",3,1,1,0,1,0,1,0,1,1,0,3,4,5,2,4,2,4,45,45,50,10,8,3
"GP","M",16,"U","greater than 3","0","elementary school","no education","other","other","reputation","mother",2,2,0,0,1,0,1,1,1,1,1,4,3,2,1,1,3,0,80,85,90,5,2,1
"GP","M",17,"U","less than or equal to 3","0","university or higher","university or higher","teacher","other","reputation","mother",1,2,0,0,1,0,1,1,1,1,0,4,4,4,1,3,5,0,55,45,50,5,6,2
"GP","F",16,"U","greater than 3","0","elementary school","high school","at_home","services","home","mother",1,2,0,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,70,65,65,5,2,1
"GP","F",16,"U","less than or equal to 3","0","high school","high school","other","other","reputation","mother",2,2,0,0,1,0,1,1,1,1,0,4,4,5,1,1,4,0,70,70,75,5,2,1
"GP","M",17,"U","less than or equal to 3","0","university or higher","high school","teacher","other","course","mother",2,2,0,0,0,0,1,1,1,1,0,4,4,4,4,4,4,0,50,55,55,20,8,4
"GP","F",16,"U","greater than 3","0","middle school","middle school","services","other","reputation","mother",2,2,0,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,65,60,70,5,8,2.5
"GP","M",17,"U","greater than 3","0","high school","high school","other","other","reputation","father",1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,55,45,50,5,8,2.5
"GP","M",16,"R","greater than 3","0","university or higher","middle school","teacher","services","other","mother",1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,8,50,45,55,15,8,3.5
"GP","M",17,"U","greater than 3","0","university or higher","high school","other","other","course","mother",1,2,0,0,1,1,1,1,1,1,1,5,2,3,1,1,2,4,55,55,65,5,2,1
"GP","M",16,"U","greater than 3","0","university or higher","high school","teacher","other","home","mother",1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,4,55,50,55,10,6,2.5
"GP","M",16,"U","greater than 3","0","high school","high school","services","other","home","mother",1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0,55,60,65,5,4,1.5
"GP","F",17,"U","greater than 3","0","middle school","university or higher","services","services","reputation","father",1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,85,90,85,10,6,2.5
"GP","F",17,"U","less than or equal to 3","0","high school","high school","other","other","reputation","mother",1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,32,70,65,70,10,6,2.5
"GP","F",16,"U","greater than 3","0","high school","middle school","other","other","reputation","mother",1,2,0,0,1,0,0,1,1,1,0,1,2,2,1,2,1,8,70,75,80,5,4,1.5
"GP","M",17,"U","greater than 3","0","high school","high school","services","services","other","mother",1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,6,55,65,70,10,6,2.5
"GP","M",16,"U","greater than 3","0","elementary school","middle school","services","services","other","mother",1,1,0,0,1,0,1,1,1,1,1,3,3,3,1,2,3,0,50,45,55,5,4,1.5
"GP","M",16,"U","less than or equal to 3","0","middle school","elementary school","other","other","course","mother",1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,65,70,80,5,4,1.5
"GP","F",17,"U","greater than 3","1","high school","high school","health","other","reputation","mother",1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,60,65,70,5,6,2
"GP","M",17,"R","greater than 3","0","elementary school","middle school","at_home","other","home","mother",1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6,45,45,50,5,10,3
"GP","F",16,"U","greater than 3","0","middle school","high school","services","services","course","mother",1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,60,60,65,5,2,1
"GP","F",17,"U","greater than 3","0","elementary school","elementary school","at_home","services","course","mother",1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,60,55,60,5,2,1
"GP","M",17,"U","greater than 3","0","elementary school","middle school","at_home","services","other","other",2,2,0,0,0,0,1,0,1,1,0,4,4,4,4,5,5,16,50,55,60,20,10,4.5
"GP","M",16,"R","greater than 3","0","high school","high school","services","services","reputation","mother",1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0,55,50,50,15,8,3.5
"GP","M",16,"U","greater than 3","0","middle school","high school","other","other","home","father",2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,65,60,60,5,2,1
"GP","F",17,"U","less than or equal to 3","0","middle school","university or higher","services","services","course","father",1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,70,75,80,5,2,1
"GP","M",17,"U","greater than 3","0","university or higher","university or higher","services","teacher","home","mother",1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,65,65,70,5,4,1.5
"GP","M",16,"R","less than or equal to 3","0","high school","high school","teacher","other","home","father",3,1,0,0,1,0,1,1,1,1,0,3,3,4,3,5,3,16,50,55,60,15,10,4
"GP","F",17,"U","greater than 3","0","university or higher","university or higher","services","teacher","home","mother",2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,30,70,75,80,10,6,2.5
"GP","F",16,"U","less than or equal to 3","0","university or higher","university or higher","teacher","teacher","reputation","mother",1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,55,50,55,5,4,1.5
"GP","F",16,"U","greater than 3","0","university or higher","high school","health","other","home","mother",1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,70,70,75,5,10,3
"GP","F",16,"U","greater than 3","0","middle school","high school","other","other","reputation","mother",1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4,55,60,60,5,6,2
"GP","F",17,"U","greater than 3","0","elementary school","elementary school","other","other","course","mother",1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,70,75,75,5,6,2
"GP","F",17,"R","greater than 3","0","middle school","middle school","other","other","reputation","mother",1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,21,65,65,65,5,4,1.5
"GP","F",16,"R","greater than 3","0","middle school","middle school","services","services","reputation","mother",2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,65,65,65,5,2,1
"GP","F",17,"U","greater than 3","0","high school","university or higher","at_home","services","home","mother",1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,14,40,45,40,15,8,3.5
"GP","F",16,"U","greater than 3","1","high school","elementary school","services","other","course","mother",1,2,0,0,1,0,0,1,1,1,0,2,3,3,2,2,4,2,55,55,60,10,4,2
"GP","F",16,"U","greater than 3","0","university or higher","high school","teacher","other","other","mother",1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,70,75,75,5,2,1
"GP","F",16,"U","greater than 3","0","elementary school","elementary school","at_home","other","home","mother",2,1,0,0,1,0,0,1,1,0,0,4,3,2,1,4,5,2,60,65,65,5,8,2.5
"GP","F",17,"R","greater than 3","0","university or higher","high school","teacher","other","reputation","mother",2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0,55,60,60,5,2,1
"GP","F",19,"U","greater than 3","0","high school","high school","other","other","reputation","other",1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,60,60,60,5,4,1.5
"GP","M",17,"U","less than or equal to 3","0","university or higher","university or higher","services","other","home","mother",1,2,0,0,1,0,0,1,1,1,1,5,3,5,4,5,3,15,65,60,60,20,10,4.5
"GP","F",16,"U","greater than 3","1","middle school","middle school","other","other","reputation","mother",1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0,65,65,65,5,2,1
"GP","M",18,"U","greater than 3","0","middle school","middle school","services","other","home","mother",1,2,0,0,1,0,1,1,1,1,0,4,4,4,2,4,5,10,60,55,55,10,8,3
"GP","F",17,"R","less than or equal to 3","0","university or higher","university or higher","services","other","other","mother",1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,60,55,55,5,4,1.5
"GP","F",17,"U","less than or equal to 3","0","high school","middle school","other","other","reputation","mother",2,2,0,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,70,80,75,5,6,2
"GP","F",17,"U","greater than 3","0","university or higher","high school","other","other","reputation","mother",1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,16,55,45,50,10,8,3
"GP","M",18,"U","less than or equal to 3","0","high school","high school","services","health","home","father",1,2,0,0,1,0,0,1,1,1,0,3,2,4,2,4,4,10,50,50,50,10,8,3
"GP","F",17,"U","greater than 3","0","middle school","high school","at_home","other","home","father",2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,60,65,65,5,8,2.5
"GP","F",17,"U","greater than 3","0","middle school","middle school","at_home","at_home","course","mother",1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0,60,60,65,5,2,1
"GP","F",17,"R","greater than 3","0","middle school","elementary school","at_home","services","reputation","mother",2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,55,50,55,5,4,1.5
"GP","F",17,"U","greater than 3","0","elementary school","elementary school","at_home","other","reputation","mother",1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,60,60,60,5,2,1
"GP","F",16,"U","greater than 3","0","middle school","high school","services","teacher","other","mother",1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0,65,65,70,5,2,1
"GP","M",18,"U","greater than 3","0","middle school","middle school","other","other","home","mother",2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9,50,45,50,25,10,5
